geoname_id,locale_code,continent_code,continent_name,country_iso_code,country_name,subdivision_1_iso_code,subdivision_1_name,subdivision_2_iso_code,subdivision_2_name,city_name,metro_code,time_zone,is_in_european_union
5233470,ru,NA,"Северная Америка",US,"США",VT,"Вермонт","","","",523,America/New_York,0
5235024,ru,NA,"Северная Америка",US,"США",VT,"Вермонт","","","Колчестер",523,America/New_York,0
5243872,ru,NA,"Северная Америка",US,"США",WI,"Висконсин","","","",613,America/Chicago,0
5249135,ru,NA,"Северная Америка",US,"США",WI,"Висконсин","","","",658,America/Chicago,0
5250399,ru,NA,"Северная Америка",US,"США",WI,"Висконсин","","","",617,America/Chicago,0
5250787,ru,NA,"Северная Америка",US,"США",WI,"Висконсин","","","",702,America/Chicago,0
5253778,ru,NA,"Северная Америка",US,"США",WI,"Висконсин","","","",617,America/Chicago,0
5261969,ru,NA,"Северная Америка",US,"США",WI,"Висконсин","","","",705,America/Chicago,0
5262695,ru,NA,"Северная Америка",US,"США",WI,"Висконсин","","","",702,America/Chicago,0
5264842,ru,NA,"Северная Америка",US,"США",WI,"Висконсин","","","",669,America/Chicago,0
5267923,ru,NA,"Северная Америка",US,"США",WI,"Висконсин","","","",669,America/Chicago,0
5274887,ru,NA,"Северная Америка",US,"США",WI,"Висконсин","","","",658,America/Chicago,0
5281915,ru,NA,"Северная Америка",US,"США",CT,"Коннектикут","","","",533,America/New_York,0
5308240,ru,NA,"Северная Америка",US,"США",AZ,"Аризона","","","",789,America/Phoenix,0
5313059,ru,NA,"Северная Америка",US,"США",AZ,"Аризона","","","",753,America/Phoenix,0
5329735,ru,NA,"Северная Америка",US,"США",CA,"Калифорния","","","",807,America/Los_Angeles,0
5346111,ru,NA,"Северная Америка",US,"США",CA,"Калифорния","","","Элк-Гров",862,America/Los_Angeles,0
5347578,ru,NA,"Северная Америка",US,"США",CA,"Калифорния","","","",825,America/Los_Angeles,0
5365660,ru,NA,"Северная Америка",US,"США",CA,"Калифорния","","","",807,America/Los_Angeles,0
5378481,ru,NA,"Северная Америка",US,"США",CA,"Калифорния","","","",803,America/Los_Angeles,0
5387494,ru,NA,"Северная Америка",US,"США",CA,"Калифорния","","","",803,America/Los_Angeles,0
5417522,ru,NA,"Северная Америка",US,"США",CO,"Колорадо","","","",773,America/Denver,0
5420323,ru,NA,"Северная Америка",US,"США",CO,"Колорадо","","","",751,America/Denver,0
5425911,ru,NA,"Северная Америка",US,"США",CO,"Колорадо","","","",751,America/Denver,0
5454711,ru,NA,"Северная Америка",US,"США",NM,"Нью-Мехико","","","Альбукерке",790,America/Denver,0
